,Unnamed: 0,Date,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
2326,2326,2000-01-01,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.035647,0.041,10,38,0.494444,0.8,11,9.0,0.391304,3.0,8,4.0,9.304348,24.0,7,23
2327,2327,2000-01-02,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.027,0.04,8,37,0.366667,0.5,21,6.0,0.0,0.0,0,0.0,10.0,25.0,17,24
2328,2328,2000-01-03,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.017588,0.035,9,32,1.175,2.8,22,32.0,1.086957,6.0,20,9.0,23.304348,51.0,19,48
2329,2329,2000-01-04,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.015529,0.033,9,31,1.525,2.9,0,33.0,1.217391,5.0,8,7.0,24.913043,51.0,8,48
2330,2330,2000-01-05,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.017176,0.031,9,29,1.391667,2.6,0,30.0,0.782609,4.0,7,6.0,24.173913,42.0,17,40
2331,2331,2000-01-06,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.016294,0.038,9,35,0.883333,2.4,22,27.0,0.782609,6.0,21,9.0,20.913043,47.0,20,44
2332,2332,2000-01-07,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.012529,0.031,9,29,2.229167,4.1,10,47.0,2.454545,8.0,8,11.0,38.363636,113.0,10,103
2333,2333,2000-01-08,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.016588,0.033,9,31,2.145833,8.6,23,92.0,4.347826,16.0,21,23.0,32.434783,64.0,21,62
2334,2334,2000-01-09,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.021353,0.056,9,54,4.995833,11.0,1,126.0,5.0,13.0,1,19.0,42.173913,115.0,9,104
2335,2335,2000-01-10,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.029824,0.065,9,84,1.75,3.5,23,40.0,2.73913,6.0,21,9.0,41.956522,87.0,17,86
2336,2336,2000-01-11,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.019235,0.044,9,41,2.516667,4.1,0,47.0,5.652174,13.0,15,19.0,40.869565,66.0,22,64
2337,2337,2000-01-12,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.023706,0.056,9,54,3.1375,5.5,11,61.0,6.826086999999999,19.0,13,27.0,58.26087,185.0,9,117
2338,2338,2000-01-13,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.019,0.046,9,43,1.954167,2.7,9,31.0,3.956522,8.0,8,11.0,39.782609,68.0,8,66
2339,2339,2000-01-14,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.013059,0.029,9,27,2.179167,3.8,23,43.0,3.227273,6.0,5,9.0,35.272727,53.0,20,50
2340,2340,2000-01-15,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.015941,0.034,10,31,5.633333,9.6,7,103.0,6.304348,11.0,1,16.0,54.26087,115.0,19,104
2341,2341,2000-01-16,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.017059,0.039,9,36,2.4375,5.2,0,58.0,3.565217,11.0,12,16.0,32.217391,84.0,9,83
2342,2342,2000-01-17,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.010176,0.019,9,18,1.108333,1.5,21,17.0,1.608696,3.0,18,4.0,26.043478,43.0,18,41
2343,2343,2000-01-18,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.012706,0.022,8,20,2.054167,3.9,9,44.0,2.347826,9.0,8,13.0,26.69565200000001,69.0,8,67
2344,2344,2000-01-19,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,0.013294,0.027,9,25,1.2625,1.9,22,22.0,1.521739,4.0,19,6.0,23.652174,52.0,19,49
